name,address,suburb,category,seating_type,seats,latitude,longitude,census_year
Tukk & Co,"Shop 8, Ground , 720 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,15,-37.8179209,144.949017584,2019
Hawkers Corner,"Shop 6, Ground , 720 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,28,-37.8179209,144.949017584,2019
Hawkers Corner,"Shop 6, Ground , 720 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,60,-37.8179209,144.949017584,2019
Focaccino,"Shop 5, Ground , 720 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,18,-37.8179209,144.949017584,2019
Broadcast Cafe,"Part Level 3, 160 Harbour Esplanade DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,90,-37.81566516,144.945882739,2019
Broadcast Cafe,"Part Level 3, 160 Harbour Esplanade DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,80,-37.81566516,144.945882739,2019
St. Brew,"Shop , Part Level 5, 700 Collins Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,40,-37.81949297,144.950870476,2019
St. Brew,"Shop , Part Level 5, 700 Collins Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,90,-37.81949297,144.950870476,2019
Twirled Pasta Bar,2 Waterview Walk DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,25,-37.81925128,144.947975346,2019
Ginger Leaf Thai Restaurant,763 Waterview Walk DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,70,-37.81925128,144.947975346,2019
Harbour Cafe,120 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,64,-37.81817241,144.947217028,2019
Story Coffee & Food Store,"Shop 3, 700 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,12,-37.81733574,144.949373283,2019
Mr Grazier,700 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,140,-37.81733574,144.949373283,2019
Ichi Maki,700 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,60,-37.81733574,144.949373283,2019
Story Coffee & Food Store,"Shop 3, 700 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,16,-37.81733574,144.949373283,2019
Yummy Hut,"Shop 202, 673-675 La Trobe Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,32,-37.81486994,144.947536819,2019
Cafe At 6,"Shop 101, 673-675 La Trobe Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,20,-37.81486994,144.947536819,2019
Bao'S  Restaurant,"Shop 215, 673-675 La Trobe Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,34,-37.81486994,144.947536819,2019
Khaza Ghar,"Shop 103, 673-675 La Trobe Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,19,-37.81486994,144.947536819,2019
Arena View Restaurant And Cafe,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,16,-37.81656592,144.947577649,2019
Locker Room Cafe,"Part Ground , 140 Harbour Esplanade DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,20,-37.81656592,144.947577649,2019
Cafenatics,"Shop 1, Level 1, 990 La Trobe Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,20,-37.81384278,144.946761682,2019
Espresso Hub,"Part Ground , 655 Collins Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,60,-37.81969578,144.953096753,2019
Theobroma Chocolate Lounge,"Shop 219, Level 1, 201 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,40,-37.81501701,144.951186974,2019
Starbucks,"Shop 201, Level 1, 201 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,53,-37.81501701,144.951186974,2019
Starbucks,"Shop 201, Level 1, 201 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,16,-37.81501701,144.951186974,2019
Espresso Alto,744 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,6,-37.81817241,144.947217028,2019
Nando'S,"Shop 1, Level 4, 750 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,40,-37.81817241,144.947217028,2019
Pizzarium,"Shop 10, Level 4, 744 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,31,-37.81817241,144.947217028,2019
Harbour Cafe,120 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,outdoor,20,-37.81817241,144.947217028,2019
Rab Bar & Restaurant,"Part Ground , 33 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,30,-37.82020557,144.954158687,2019
Lakeside Bistro And Function Centre,"Restaurant ,  Elliott Avenue PARKVILLE 3052",Parkville,Cafes and Restaurants,outdoor,240,-37.78428795,144.951438414,2019
State Netball & Hockey Centre Cafe,Part 10 Brens Drive PARKVILLE 3052,Parkville,Cafes and Restaurants,outdoor,16,-37.78541878,144.947632058,2019
Subway,48 Flemington Road PARKVILLE 3052,Parkville,Cafes and Restaurants,indoor,20,-37.79372054,144.949547052,2019
Degani Bakery Cafe,"Tenancy , Ground , 50 Flemington Road PARKVILLE 3052",Parkville,Cafes and Restaurants,outdoor,20,-37.79372054,144.949547052,2019
Orygen Soul Cafe,Part 35 Poplar Road PARKVILLE 3052,Parkville,Cafes and Restaurants,indoor,45,-37.78084558,144.947759989,2019
Poplars,Part 34-54 Poplar Road PARKVILLE 3052,Parkville,Cafes and Restaurants,outdoor,10,-37.77810281,144.947935426,2019
Corner Cafe & Convenience Store,"Shop 1, Ground , 52 Cade Way PARKVILLE 3052",Parkville,Cafes and Restaurants,indoor,35,-37.7762547,144.939183226,2019
Hudsons Coffee Melbourne Private,1F Grattan Street PARKVILLE 3050,Parkville,Cafes and Restaurants,outdoor,20,-37.79854141,144.955962812,2019
Super 8,303-327 Grattan Street MELBOURNE 3000,Parkville,Cafes and Restaurants,indoor,200,-37.80009421,144.956578468,2019
Super 8,303-327 Grattan Street MELBOURNE 3000,Parkville,Cafes and Restaurants,outdoor,40,-37.80009421,144.956578468,2019
Think Asia Vccc,323-327 Grattan Street MELBOURNE 3000,Parkville,Cafes and Restaurants,indoor,44,-37.80009421,144.956578468,2019
Velluto,"Shop 9, Level 1, 650 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,20,-37.81815358,144.952339303,2019
Network Public Bar & Pizzeria,"Shop 4, Ground , 99 Spencer Street DOCKLANDS 3008",Docklands,"Pubs, Taverns and Bars",indoor,155,-37.81815358,144.952339303,2019
Grill'D,"Shop 1, Ground , 650 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,88,-37.81815358,144.952339303,2019
Gaslight Project,"Part Level 3, 699 Spencer Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,30,-37.81815358,144.952339303,2019
Primary Cafe,"Part Ground , 399 Royal Parade PARKVILLE 3052",Parkville,Cafes and Restaurants,outdoor,24,-37.78398214,144.958681071,2019
Cafe Royale,53 Royal Parade PARKVILLE 3052,Parkville,Cafes and Restaurants,indoor,15,-37.79539648,144.957551279,2019
Naughtons Parkville Hotel,43-49 Royal Parade PARKVILLE 3052,Parkville,"Pubs, Taverns and Bars",indoor,120,-37.79554181,144.957534528,2019
Parkville Store,52 Morrah Street PARKVILLE 3052,Parkville,Cafes and Restaurants,outdoor,8,-37.79525038,144.955671929,2019
Oshin Sushi Bar,"Shop 1, Ground , 369 Royal Parade PARKVILLE 3052",Parkville,Cafes and Restaurants,indoor,35,-37.7849288,144.958562619,2019
Lisa Bolte Dancers'  Lounge,Part level 5 2-6 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,indoor,68,-37.82201714,144.967311858,2019
Paris By Night,Suite 22 level 1 89-91 City Road SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,indoor,30,-37.8225552,144.965113182,2019
Kass Kass,"Shop 1, 500 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,56,-37.81999599,144.957828807,2019
Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,250,-37.820166,144.957150507,2019
Shonan Kamakura,9 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,43,-37.82024746,144.956436186,2019
Mr Huang Jin,22 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,31,-37.81988484,144.956601684,2019
Thataboy,19 Flinders Lane MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,45,-37.81988484,144.956601684,2019
Grain Store,"Shop , Ground , 517 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.81988484,144.956601684,2019
Delhi Streets,18 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,28,-37.81988484,144.956601684,2019
Il Pom Italian,"Tenancy 25, 2 Swanston Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81784448,144.969917344,2019
Transit Rooftop Bar,"Tenancy 29, Level 2, 2 Swanston Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,40,-37.81784448,144.969917344,2019
Time Out Cafe,"Tenancy 30, 2 Swanston Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81784448,144.969917344,2019
Beer De Luxe,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",outdoor,400,-37.81784448,144.969917344,2019
Pilgrim,"Vault , 15-19 Princes Walk MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,130,-37.8186592,144.96893493,2019
Pilgrim,"Vault , 15-19 Princes Walk MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.8186592,144.96893493,2019
Sea Life Melbourne Aquarium,King Street MELBOURNE 3000,Melbourne (CBD),Zoological and Botanical Gardens Operation,outdoor,34,-37.8204728,144.958989544,2019
Tokyo Maki,547 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,44,-37.82099397,144.956518458,2019
The Quarter,27-31 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,28,-37.81710105,144.965484392,2019
Xpressomondo,33-35 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,22,-37.81710105,144.965484392,2019
The Journal Canteen,Part 253-265 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81706291,144.965902811,2019
Cafe Andiamo,36-38 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,68,-37.81706291,144.965902811,2019
Roule Galette,"Shop 2, 237 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,15,-37.81682355,144.966425504,2019
Kfc,"Shop 2, 28 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,48,-37.81729894,144.964881634,2019
Bond Street Kitchen,"Unit 1, 18 Queen Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,44,-37.81829599,144.962577278,2019
Rachel'S Rooms,"Shop 1, Ground , 300 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81805379,144.964041007,2019
Cafe Del Corso,"Ground , 353 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,53,-37.81786011,144.962744505,2019
Mad Mex Flinders Lane,"Shop 5, 35 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.81741878,144.964331578,2019
Mad Mex Flinders Lane,"Shop 5, 35 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81741878,144.964331578,2019
Pepperoni'S,7A Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81793185,144.964550287,2019
Koffi Bar,"Part Ground , 31 Queen Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,36,-37.81822749,144.961779921,2019
Hudson'S Coffee,"Shop 3, 15 William Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,26,-37.8192157,144.959187559,2019
King Curry,10 King Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81992762,144.957637844,2019
Riverside Deli & Coffee House,"Shop 1, Ground , 474 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81974184,144.958272131,2019
Desi Dhaba,"Ground , 134 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81629562,144.970430393,2019
The Duke Of Wellington,"Ground , 142-148 Flinders Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,340,-37.81640747,144.970086326,2019
Coda Bar & Restaurant,"Basement , 141-143 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81579783,144.969879858,2019
Sake Restaurant And Bar,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,125,-37.81567009,144.970513161,2019
Cafe Kinetic,"Ground , 103 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81556733,144.970964312,2019
Swiss Club Restaurant,"Part Level 1, 87 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81542975,144.971392543,2019
The French Brasserie,2 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,15,-37.81546152,144.971726234,2019
Grill'D,83 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,36,-37.81546152,144.971726234,2019
Grill'D,83 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81546152,144.971726234,2019
The French Brasserie,2 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,85,-37.81546152,144.971726234,2019
Subway,"Shop 3, Ground , 37 Swanston Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,33,-37.81674222,144.966704086,2019
Young & Jacksons,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,120,-37.817356,144.967022998,2019
Platform 270,"Part Ground , 270 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81769553,144.965348402,2019
The Mill House Bar,"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,120,-37.81724201,144.965297857,2019
The Quarter,27-31 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81710105,144.965484392,2019
Degraves Espresso,23-25 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,35,-37.81710105,144.965484392,2019
The Old Chamber,"Part Ground , 395 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,52,-37.8173062,144.961439006,2019
Bluestone Wine Lounge,"Part Ground , 495 Collins Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,10,-37.81853877,144.958118497,2019
Alluvial Restaurant,"Part Ground , 495 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,110,-37.81853877,144.958118497,2019
Earl Canteen,"Tenancy 5, 567 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,23,-37.81902044,144.955727485,2019
Buddabah,"Tenancy 1, 567 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,72,-37.81902044,144.955727485,2019
Virgin Active Australia Pty Ltd,"Part Level 1, 567-587 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81902044,144.955727485,2019
Spudbar Collins Street 567,"Tenancy 7, 567 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,16,-37.81902044,144.955727485,2019
Poked,"Tenancy , 567-587 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,34,-37.81902044,144.955727485,2019
Restaurant 1903,48 Spencer Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.81970048,144.954883061,2019
Tom Thumb Espresso,55 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.8148555,144.972835271,2019
The Truffula Seed Cafe,"Part Level 1, 1 Spring Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,36,-37.81505201,144.973971636,2019
Cumulus Inc/Cumulus Up,45 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,141,-37.81494022,144.973134563,2019
Fonda Flinders Lane,"Level 3, 31 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,140,-37.81489476,144.973292423,2019
Eau-De-Vie,Rear 88 Flinders Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,136,-37.81587663,144.971675651,2019
A Hereford Beefstouw,22 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,125,-37.81593915,144.971370697,2019
Pastuso,19 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,170,-37.81600001,144.971154442,2019
Lobby Lounge,Part 205 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81584777,144.967430384,2019
Allegro Restaurant,Part 205 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81584777,144.967430384,2019
Oda Sushi,"LwrGround , 238 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,65,-37.81649503,144.965962392,2019
Lindt Chocolat Cafe,"Shop , Abutting 271 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,38,-37.81662781,144.96493308,2019
Ganache Chocolate Lounge,"Ground , 245 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81606673,144.965831257,2019
Three Drops Espresso,"Shop 6, Ground , 227 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,6,-37.81584477,144.966330419,2019
Eurolane Cafe,16-18 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.8166033,144.965596578,2019
Cafe Issus,8-10 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.8166033,144.965596578,2019
Eliana Lulu,Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,18,-37.81664469,144.965474418,2019
Cuff Food & Wine,308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81719967,144.963897061,2019
Cafenatics 367,"Part Ground , 367-373 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,65,-37.81728433,144.962441845,2019
Crema Espresso @ 357,"Tenancy 2, 357 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,42,-37.81722704,144.962788841,2019
O-Bento,"Tenancy 8, 1 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,8,-37.81722704,144.962788841,2019
Vapiano,"Tenancy 3, 332-340 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,250,-37.81722704,144.962788841,2019
Mionma,"Unit 1, Ground , 50 Market Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,36,-37.81804618,144.960818561,2019
The Sherlock Holmes Inn,"Gnd & Bmt , 417-417 Collins Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,150,-37.81746814,144.960868075,2019
Cafe Eurasia,"Shop 1, 600 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81850425,144.95494399,2019
Gloria Jean'S Coffees,"Ground , 622 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,28,-37.81867545,144.954350497,2019
Choix Creperie Cafe,"Ground , 618B Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.81867545,144.954350497,2019
Chick-In,"Ground , 618C Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,4,-37.81867545,144.954350497,2019
Purple Peanuts Japanese Cafe,"Ground , 618 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,14,-37.81867545,144.954350497,2019
Purple Peanuts Japanese Cafe,"Ground , 618 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,18,-37.81867545,144.954350497,2019
Di Stasio Citta,45-47 Spring Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,85,-37.81419763,144.973948429,2019
Great Space Cafe,"Shop 21, 45 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,65,-37.81430616,144.972628061,2019
Great Space Cafe,"Shop 21, 45 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,27,-37.81430616,144.972628061,2019
Pope Joan,"Shop 13, 45 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,40,-37.81430616,144.972628061,2019
Pope Joan,"Shop 13, 45 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81430616,144.972628061,2019
Howitt House,"Kiosk 0, Lobby 0, 1-0 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81372702,144.97372009,2019
Blue Bag,43 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,10,-37.81501765,144.971576569,2019
